HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,URL,approx_year_built,cats_allowed,common_charges,community_district_num,coop_condo,date_of_sale,dining_room_type,dogs_allowed,fuel_type,full_address_or_zip_code,garage_exists,kitchen_type,maintenance_cost,model_type,num_bedrooms,num_floors_in_building,num_full_bathrooms,num_half_bathrooms,num_total_rooms,parking_charges,pct_tax_deductibl,sale_price,sq_footage,total_taxes,walk_score,listing_price_to_nearest_1000,url
3EKTG13IZU346SZ5NRZGE10KPJEMLY,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:47 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:47 PST 2017,NA,NA,3ERMJ6L4DYS8ER8X9Z38JGE44SRM7F,A6B85D96VN4W4,Approved,Thu Feb 16 07:08:57 PST 2017,Thu Feb 16 07:10:04 PST 2017,Thu Feb 16 07:11:04 PST 2017,2017-02-16 15:11:11 UTC,NA,NA,67,100% (33/33),100% (33/33),100% (33/33),http://www.mlsli.com/homes-for-sale/67-11-Yellowstone-Blvd-Forest-Hills-NY-11375-174613941,1955,yes,NA,28,co-op,7/11/2016,combo,yes,oil,"67-11 Yellowstone Blvd,  Forest Hills NY, 11375",NA,efficiency,$913 ,2 Bedroom,2,6,1,NA,4,NA,NA,"$380,000 ",NA,NA,92,NA,NA
3YD0MU1NC214P61EMU81M5NJ0IKA7T,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:39 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:39 PST 2017,NA,NA,3AMW0RGHOD232FXXHMCPWHUP9C2PNK,A231MNJJDDF3LS,Approved,Thu Feb 16 04:34:31 PST 2017,Thu Feb 16 04:35:55 PST 2017,Thu Feb 16 04:36:55 PST 2017,2017-02-16 12:37:11 UTC,NA,NA,84,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/84-50-169-St-Jamaica-Estates-NY-11432-171993130,1954,yes,NA,27,co-op,7/12/2016,combo,yes,gas,"84-50 169 St,  Jamaica Estates NY, 11432",Yes,eat in,$706 ,Gothic Tenants,1,6,1,NA,4,$85 ,50,"$125,000 ",NA,NA,83,NA,NA
3YD0MU1NC214P61EMU81M5NJ0IK7AQ,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:42 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:42 PST 2017,NA,NA,3QY5DC2MXRK46SSC0KS6YI8FF2BFU2,A2Q5ADHEBLC7OI,Approved,Thu Feb 16 06:15:54 PST 2017,Thu Feb 16 06:19:50 PST 2017,Thu Feb 16 06:20:50 PST 2017,2017-02-16 14:21:11 UTC,NA,NA,236,100% (6/6),100% (6/6),100% (6/6),http://www.mlsli.com/homes-for-sale/55-03-31st-Avenue-Woodside-NY-11377-175526663,1935,yes,NA,11,co-op,7/12/2016,formal,no,gas,"55-03 31st Avenue,  Woodside NY, 11377",NA,Combo,$523 ,Boulevard Gardens,1,6,1,NA,4,NA,NA,"$281,000 ",NA,NA,93,NA,NA
31N9JPQXIPI82E1F87ZIZOWDDSFHNM,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:36 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:36 PST 2017,NA,NA,3FE7TXL1LINSD59JVGTU4YH13DY2QY,A231MNJJDDF3LS,Approved,Thu Feb 16 04:36:06 PST 2017,Thu Feb 16 04:37:37 PST 2017,Thu Feb 16 04:38:37 PST 2017,2017-02-16 12:39:11 UTC,NA,NA,91,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/163-42-Willets-Point-Blvd-Whitestone-NY-11357-173191035,1950,yes,NA,25,co-op,7/13/2016,formal,no,oil,"163-42 Willets Point Blvd,  Whitestone NY, 11357",NA,efficiency,$913 ,Corner Unit,2,2,1,NA,4,NA,40,"$219,000 ",NA,NA,81,NA,NA
3S1L4CQSFX5H4ZGK4D6DAX00Y63AFX,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:43 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:43 PST 2017,NA,NA,3EWIJTFFVO7WKSG072UGRTZ8NCS0E2,AHXBZXWIZJSVG,Approved,Thu Feb 16 05:46:25 PST 2017,Thu Feb 16 05:48:52 PST 2017,Thu Feb 16 05:49:52 PST 2017,2017-02-16 13:50:11 UTC,NA,NA,147,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/67-40-136-St-Flushing-NY-11367-168159220,1950,yes,NA,25,co-op,7/14/2016,formal,yes,gas,"67-40 136 St,  Flushing NY, 11367",NA,efficiency,"$1,299 ",garden style,3,2,1,NA,6,NA,50,"$286,000 ",NA,NA,63,NA,NA
3BDORL6HKKD204IRFM2YXH471XZCRW,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:41 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:41 PST 2017,NA,NA,3RGU30DZTA81YM9ZA8S5M6JDVNQMJL,A231MNJJDDF3LS,Approved,Thu Feb 16 06:40:21 PST 2017,Thu Feb 16 06:41:53 PST 2017,Thu Feb 16 06:42:53 PST 2017,2017-02-16 14:43:11 UTC,NA,NA,92,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/83-75-Woodhaven-Blvd-Woodhaven-NY-11421-166704194,1960,no,NA,24,co-op,7/14/2016,combo,no,gas,"83-75 Woodhaven Blvd,  Woodhaven NY, 11421",NA,eat in,$783 ,Inwood,3,6,1,NA,6,NA,NA,"$272,000 ",NA,NA,73,NA,NA
3KLL7H3EGD1LAJAOAYL995QQZVHHV3,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:39 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:39 PST 2017,NA,NA,3YHH42UU5BFAQYQSOOHK4OPSW9P0LL,A231MNJJDDF3LS,Approved,Thu Feb 16 03:35:06 PST 2017,Thu Feb 16 03:36:30 PST 2017,Thu Feb 16 03:37:30 PST 2017,2017-02-16 11:38:11 UTC,NA,NA,84,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/62-15-53-Ave-Maspeth-NY-11378-163796659,1960,no,NA,24,co-op,7/14/2016,combo,no,gas,"62-15 53 Ave,  Maspeth NY, 11378",NA,efficiency,$722 ,Ridgewood Gardens,2,6,1,NA,4,NA,NA,"$247,000 ",NA,NA,81,NA,NA
36KM3FWE3RC8OT3WUSB8XZB6RW870Z,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:39 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:39 PST 2017,NA,NA,3B3WTRP3DB2ML6SXEEI8I3RCTDW92L,A1KH9UPH0D74QJ,Approved,Thu Feb 16 05:59:53 PST 2017,Thu Feb 16 06:01:40 PST 2017,Thu Feb 16 06:02:40 PST 2017,2017-02-16 14:03:11 UTC,NA,NA,107,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/address-not-available-from-broker-Corona-NY-11368-179125970,1991,yes,$294 ,24,condo,7/14/2016,combo,yes,gas,"Corona NY, 11368",NA,Combo,NA,One Bedroom,1,4,1,NA,3,NA,NA,"$247,000 ",NA,"$1,830 ",97,NA,NA
3G57RS03HH50XZSRLM0PI3QPXOX522,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:45 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:45 PST 2017,NA,NA,3NVC2EB65QZQ7PWOQQOT0UPV80D3YB,AGM58AAS27CVH,Approved,Thu Feb 16 03:40:15 PST 2017,Thu Feb 16 03:44:36 PST 2017,Thu Feb 16 03:45:36 PST 2017,2017-02-16 11:46:11 UTC,NA,NA,261,100% (5/5),100% (5/5),100% (5/5),http://www.mlsli.com/homes-for-sale/209-39-23rd-Ave-Bayside-NY-11360-176948857,1960,yes,NA,26,co-op,7/15/2016,formal,no,gas,"209-39 23rd Ave,  Bayside NY, 11360",NA,eat in,"$1,444 ","F Line -2Br,2Bath",2,6,2,NA,5,$26 ,NA,"$319,000 ",1200,NA,80,NA,NA
3EFNPKWBMSOQNA29SG8IKIZQMUM30Q,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:45 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:45 PST 2017,NA,NA,3L0KT67Y8EGUR6H3G5PU82X70GFYS1,A3S6UWT0JNCJFE,Approved,Thu Feb 16 05:57:43 PST 2017,Thu Feb 16 06:00:20 PST 2017,Thu Feb 16 06:01:20 PST 2017,2017-02-16 14:02:11 UTC,NA,NA,157,100% (75/75),100% (75/75),100% (63/63),http://www.mlsli.com/homes-for-sale/77-24-141-St-Flushing-NY-11367-153349915,1937,no,NA,25,co-op,7/15/2016,formal,no,gas,"77-24 141st Street, Flushing, NY 11367",NA,combo,$773 ,Kew Village Estates,1,2,1,NA,4,NA,NA,"$157,000 ",NA,NA,87,NA,NA
3SNR5F7R92T443ZMLQEK9D3JZDTIER,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:44 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:44 PST 2017,NA,NA,378XPAWRUCD41AG4VNH01E9DOQWIA3,A2IK0U8DSDME6R,Approved,Wed Feb 15 23:32:03 PST 2017,Wed Feb 15 23:44:55 PST 2017,Wed Feb 15 23:45:55 PST 2017,2017-02-16 07:46:11 UTC,NA,NA,772,100% (14/14),100% (14/14),100% (14/14),http://www.mlsli.com/homes-for-sale/229-12-Hillside-Ave-Queens-Village-NY-11427-167879996,1955,no,NA,26,co-op,7/18/2016,combo,no,gas,"229-12 Hillside Ave,  Queens Village NY, 11427",NA,combo,$644 ,garden,2,2,1,NA,4,NA,50,"$155,000 ",NA,NA,71,NA,NA
32FESTC2NHQUGWA8JGX32SRR8W3CU0,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:42 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:42 PST 2017,NA,NA,3HFNH7HEMHEISZHQUVEJ62B2DW0GQS,A231MNJJDDF3LS,Approved,Thu Feb 16 03:24:04 PST 2017,Thu Feb 16 03:26:46 PST 2017,Thu Feb 16 03:27:46 PST 2017,2017-02-16 11:28:11 UTC,NA,NA,162,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/110-35-72nd-Rd-Forest-Hills-NY-11375-172438595,1944,yes,NA,28,co-op,7/18/2016,NA,yes,gas,"110-35 72nd Rd,  Forest Hills NY, 11375",NA,efficiency,$519 ,Studio,0,6,1,NA,1,NA,50,"$150,000 ",500,NA,98,NA,NA
3A9LA2FRWSEDE8FJADMRXQNBF6PHX6,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:39 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:39 PST 2017,NA,NA,36WLNQG78ZAX4FJA5IR5BAVREGOEB1,AHXBZXWIZJSVG,Approved,Thu Feb 16 05:27:10 PST 2017,Thu Feb 16 05:28:53 PST 2017,Thu Feb 16 05:29:53 PST 2017,2017-02-16 13:30:11 UTC,NA,NA,103,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/118-11-84th-Ave-Kew-Gardens-NY-11415-169977492,1938,yes,NA,28,co-op,7/19/2016,formal,yes,oil,"118-11 84th Ave,  Kew Gardens NY, 11415",NA,efficiency,$789 ,Jr 4 / 2 Bedrooms,2,6,1,NA,4,NA,NA,"$257,000 ",NA,NA,91,NA,NA
3UEDKCTP9VQA1JA0YLLQGJQF5UE7K5,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:46 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:46 PST 2017,NA,NA,31T4R4OBOSGV55W6WA9UGK9SAEMC7M,AHXBZXWIZJSVG,Approved,Thu Feb 16 06:36:18 PST 2017,Thu Feb 16 06:37:47 PST 2017,Thu Feb 16 06:38:47 PST 2017,2017-02-16 14:39:11 UTC,NA,NA,89,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/102-29-Nicolls-Ave-Corona-NY-11368-174056463,1992,yes,$261 ,24,condo,7/19/2016,combo,yes,gas,"102-29 Nicolls Ave,  Corona NY, 11368",yes,efficiency,NA,2 Bedrooms,2,3,1,NA,4,$150 ,NA,"$332,000 ",NA,"$1,660 ",93,NA,NA
33P2GD6NRNS7U8GCBU727WF9JXAHKH,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:34 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:34 PST 2017,NA,NA,3L4PIM1GQTGIQRHQ1GPPISSBEEVRY5,A3S6UWT0JNCJFE,Approved,Thu Feb 16 05:04:09 PST 2017,Thu Feb 16 05:06:50 PST 2017,Thu Feb 16 05:07:50 PST 2017,2017-02-16 13:08:11 UTC,NA,NA,161,100% (75/75),100% (75/75),100% (63/63),http://www.mlsli.com/homes-for-sale/97-40-64th-Ave-Rego-Park-NY-11374-157838691,2015,no,$240 ,24,condo,7/19/2016,combo,no,gas,"97-40 64th Avenue, Rego Park, NY 11374",NA,eat in,NA,Great Stone Tower,2,NA,2,NA,6,NA,NA,"$648,000 ",977,$36 ,95,NA,NA
3KWGG5KP6J2B3O5ZAE6HBIAXVA0CM8,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:40 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:40 PST 2017,NA,NA,3OVR4I9USPJ2GJO6ZUCIXDEZNRU4QW,A231MNJJDDF3LS,Approved,Thu Feb 16 04:58:05 PST 2017,Thu Feb 16 05:00:22 PST 2017,Thu Feb 16 05:01:22 PST 2017,2017-02-16 13:02:11 UTC,NA,NA,137,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/89-35-155-Ave-Howard-Beach-NY-11414-150093197,1960,yes,NA,27,co-op,7/20/2016,formal,no,oil,"89-35 155 Ave,  Howard Beach NY, 11414",NA,efficiency,$731 ,Jr.4,2,6,1,NA,4,$20 ,NA,"$130,000 ",NA,NA,77,NA,NA
3DWGDA5POF4A68PA89IOHIAJI6L1VO,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:33 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:33 PST 2017,NA,NA,3YT88D1N08YVNK77MBN2RMAKAL8K31,A231MNJJDDF3LS,Approved,Thu Feb 16 06:12:03 PST 2017,Thu Feb 16 06:14:54 PST 2017,Thu Feb 16 06:15:54 PST 2017,2017-02-16 14:16:11 UTC,NA,NA,171,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/2-Bay-Club-Dr-Bayside-NY-11360-166347270,1982,yes,$645 ,25,condo,7/21/2016,NA,no,oil,"2 Bay Club Dr,  Bayside NY, 11360",NA,efficiency,NA,Jr. 4,2,21,1,NA,5,NA,NA,"$550,000 ",NA,"$4,317 ",82,NA,NA
362E9TQF2HQ2OHVDRL489GOVCT8IG8,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:45 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:45 PST 2017,NA,NA,37M28K1J0QD0WL0AD520DFOD16WAJK,A1KH9UPH0D74QJ,Approved,Thu Feb 16 03:36:16 PST 2017,Thu Feb 16 03:39:02 PST 2017,Thu Feb 16 03:40:02 PST 2017,2017-02-16 11:40:11 UTC,NA,NA,166,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/3114-Crescent-St-Astoria-NY-11106-171995412,1926,yes,NA,30,co-op,7/21/2016,NA,no,oil,"3114 Crescent St,  Astoria NY, 11106",NA,eat in,$768 ,"1 Br, 7 Line",1,1,1,NA,3,NA,40,"$325,000 ",NA,NA,97,NA,NA
3TCFMTM8HEO19HR8KZYDFDD8L8S21H,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:34 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:34 PST 2017,NA,NA,3JWH6J9I9SD1YLWNYHUO1XP0S8RNB1,A6B85D96VN4W4,Approved,Thu Feb 16 06:47:38 PST 2017,Thu Feb 16 06:49:03 PST 2017,Thu Feb 16 06:50:03 PST 2017,2017-02-16 14:50:11 UTC,NA,NA,85,100% (33/33),100% (33/33),100% (33/33),http://www.mlsli.com/homes-for-sale/207-16-Melissa-Ct-Bayside-NY-11360-177657536,1985,no,$564 ,25,condo,7/22/2016,combo,no,gas,"207-16 Melissa Ct,  Bayside NY, 11360",NA,eat in,$155 ,Baybridge,3,NA,2,NA,7,NA,NA,"$680,000 ",NA,"$5,415 ",58,NA,NA
3R16PJFTS3RDIWSHWNNJD765ESO4KI,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:37 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:37 PST 2017,NA,NA,358010RM5ETLJT8X548X0BA5XEAXVU,A231MNJJDDF3LS,Approved,Thu Feb 16 03:13:43 PST 2017,Thu Feb 16 03:15:04 PST 2017,Thu Feb 16 03:16:04 PST 2017,2017-02-16 11:16:11 UTC,NA,NA,81,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/address-not-available-from-broker-Rosedale-NY-11422-175202143,1950,no,NA,29,co-op,7/25/2016,combo,no,gas,"Rosedale NY, 11422",NA,eat in,NA,Laurelton Gardens,1,NA,1,NA,4,NA,NA,"$103,500 ",NA,NA,82,NA,NA
3421H3BM9AHJ4ISBVXJYT0H8LV29JK,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:32 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:32 PST 2017,NA,NA,3SNVL38CI4SJ0K3QF4Y3KPEEGYIKCW,AHXBZXWIZJSVG,Approved,Thu Feb 16 04:29:03 PST 2017,Thu Feb 16 04:31:12 PST 2017,Thu Feb 16 04:32:12 PST 2017,2017-02-16 12:33:11 UTC,NA,NA,129,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/152-18-Union-Turnpike-Flushing-NY-11367-178642441,1973,no,$105 ,25,condo,7/25/2016,NA,no,electric,"152-18 Union Turnpike,  Flushing NY, 11367",NA,combo,$498 ,Condo,2,NA,1,NA,4,NA,NA,"$452,000 ",778,"$2,287 ",90,NA,NA
31MBOZ6PAORRX6NEA252B5V8V5ACL6,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:39 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:39 PST 2017,NA,NA,3X4JMASXCM9YDP4GXBSQQLTNKFEB0C,A231MNJJDDF3LS,Approved,Thu Feb 16 05:20:21 PST 2017,Thu Feb 16 05:21:39 PST 2017,Thu Feb 16 05:22:39 PST 2017,2017-02-16 13:23:11 UTC,NA,NA,78,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/62-98-Saunders-St-Rego-Park-NY-11374-177479219,1930,no,NA,28,co-op,7/25/2016,other,no,oil,"62-98 Saunders St,  Rego Park NY, 11374",NA,eat in,$559 ,1 Br,1,6,1,NA,3,NA,NA,"$255,000 ",NA,NA,94,NA,NA
3A3KKYU7P3HKHMB4R56INCH0NQIMWR,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:51 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:51 PST 2017,NA,NA,3SEPORI8WNZQW05EVR5M19C3K4DZAY,A1KH9UPH0D74QJ,Approved,Thu Feb 16 06:38:30 PST 2017,Thu Feb 16 06:40:13 PST 2017,Thu Feb 16 06:41:13 PST 2017,2017-02-16 14:42:11 UTC,NA,NA,103,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/138-31-Jewel-Ave-Kew-Garden-Hills-NY-11367-178554835,1950,no,NA,25,co-op,7/26/2016,formal,no,NA,"138-31 Jewel Ave,  Kew Garden Hills NY, 11367",NA,efficiency,$560 ,Garden Apt,1,3,1,NA,3,NA,NA,"$205,000 ",NA,NA,86,NA,NA
363A7XIFV4M60W2A4SBHSJ3MM0RAVL,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:50 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:50 PST 2017,NA,NA,3K5TEWLKGVBOTYJ26I8WX1NQ91BIVK,A231MNJJDDF3LS,Approved,Thu Feb 16 05:47:24 PST 2017,Thu Feb 16 05:49:01 PST 2017,Thu Feb 16 05:50:01 PST 2017,2017-02-16 13:50:11 UTC,NA,NA,97,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/125-10-Queens-Blvd-Kew-Gardens-NY-11415-170519259,1960,no,$645 ,28,co-op,7/26/2016,NA,no,gas,"125-10 Queens Blvd,  Kew Gardens NY, 11415",NA,Combo,NA,1 Bedroom,1,27,1,NA,3,NA,NA,"$185,000 ",NA,NA,91,NA,NA
34XASH8KLQMUXDE3FJSNVI94UTFPMZ,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:50 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:50 PST 2017,NA,NA,3E1QT0TDFP9QIMNPYPXM5N3IY3B8I6,A231MNJJDDF3LS,Approved,Thu Feb 16 05:54:40 PST 2017,Thu Feb 16 05:56:21 PST 2017,Thu Feb 16 05:57:21 PST 2017,2017-02-16 13:58:11 UTC,NA,NA,101,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/110-45-71-Rd-Forest-Hills-NY-11375-176942877,1952,yes,NA,28,co-op,7/26/2016,other,yes,oil,"110-45 71 Rd,  Forest Hills NY, 11375",NA,efficiency,$906 ,Junior 4,2,7,1,NA,4,$130 ,NA,"$415,000 ",NA,NA,96,NA,NA
3C8QQOM6JP1IA99E2C1OM8T38AUILE,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:46 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:46 PST 2017,NA,NA,3TAYZSBPLL84QLOWNKIZZYW2L1J2SN,A1KH9UPH0D74QJ,Approved,Thu Feb 16 04:38:27 PST 2017,Thu Feb 16 04:40:23 PST 2017,Thu Feb 16 04:41:23 PST 2017,2017-02-16 12:42:11 UTC,NA,NA,116,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/18-05-215th-St-Bayside-NY-11360-171750098,1970,no,NA,26,co-op,7/27/2016,NA,no,gas,"18-05 215th St,  Bayside NY, 11360",NA,efficiency,"$1,250 ",Versailles,1,17,1,NA,3,$135 ,NA,"$344,000 ",NA,NA,67,NA,NA
3NRZ1LDP7W6UWKDMU8IH3K5D9XWZPP,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,NA,$0.05 ,Wed Feb 15 22:13:38 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:38 PST 2017,NA,NA,30JNVC0OR9KWSVC1E1W1R2N3SWBQHZ,A231MNJJDDF3LS,Approved,Thu Feb 16 02:58:25 PST 2017,Thu Feb 16 03:02:02 PST 2017,Thu Feb 16 03:03:02 PST 2017,2017-02-16 11:03:11 UTC,NA,NA,217,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/Union-Turnpike-Bayside-NY-11364-171509139,1950,no,NA,26,co-op,7/27/2016,combo,no,gas,"Union Turnpike,  Bayside NY, 11364",NA,efficiency,$815 ,Alley Pond,2,2,1,NA,5,NA,NA,"$239,000 ",NA,NA,79,NA,NA
